Timestamp,Accel_x,Accel_y,Accel_z,Gyro_x,Gyro_y,Gyro_z
1729615630879.3484,-1.1081514358520508,-9.639936447143555,-0.254972904920578,-1.1081514358520508,-9.639936447143555,-0.254972904920578
1729615630888.1912,-0.0005323254154063761,-0.006391395349055529,0.030892327427864075,-0.0005323254154063761,-0.006391395349055529,0.030892327427864075
1729615631323.186,-1.0493115186691284,-9.198637008666992,-0.08825984597206116,-1.0493115186691284,-9.198637008666992,-0.08825984597206116
1729615631335.1836,-0.02183755859732628,0.13209524750709534,-0.09268046915531158,-0.02183755859732628,0.13209524750709534,-0.09268046915531158
1729615631468.1174,-1.6279038190841675,-9.620323181152344,-0.27458620071411133,-1.6279038190841675,-9.620323181152344,-0.27458620071411133
1729615631476.0588,0.02822895534336567,0.10439860820770264,-0.11824779957532883,0.02822895534336567,0.10439860820770264,-0.11824779957532883
1729615631569.011,-1.45138418674469,-9.502643585205078,-0.0784531980752945,-1.45138418674469,-9.502643585205078,-0.0784531980752945
1729615631577.8076,0.04634023457765579,-0.08895070105791092,0.1592612862586975,0.04634023457765579,-0.08895070105791092,0.1592612862586975
1729615631707.5042,-1.3337043523788452,-9.551676750183105,-0.13729310035705566,-1.3337043523788452,-9.551676750183105,-0.13729310035705566
1729615631707.5586,-0.023436279967427254,-0.05752430483698845,0.06817779690027237,-0.023436279967427254,-0.05752430483698845,0.06817779690027237
1729615631833.5222,-1.1473779678344727,-9.561483383178711,-0.21574629843235016,-1.1473779678344727,-9.561483383178711,-0.21574629843235016
1729615631839.658,-0.003728023264557123,-0.04634023457765579,0.004260348621755838,-0.003728023264557123,-0.04634023457765579,0.004260348621755838
1729615631938.7546,-1.186604619026184,-9.63012981414795,-0.29419949650764465,-1.186604619026184,-9.63012981414795,-0.29419949650764465
1729615631936.2844,-0.006923720706254244,0.004260348621755838,0.017043139785528183,-0.006923720706254244,0.004260348621755838,0.017043139785528183
1729615632061.7114,-1.3435109853744507,-9.581096649169922,-0.18632633984088898,-1.3435109853744507,-9.581096649169922,-0.18632633984088898
1729615632065.2192,0.013315116055309772,0.04634023457765579,-0.026631977409124374,0.013315116055309772,0.04634023457765579,-0.026631977409124374
1729615632190.7075,-1.3435109853744507,-9.679162979125977,-0.13729310035705566,-1.3435109853744507,-9.679162979125977,-0.13729310035705566
1729615632190.8013,0.0021293016616255045,0.02290220931172371,-0.007988371886312962,0.0021293016616255045,0.02290220931172371,-0.007988371886312962
1729615632280.373,-1.3631243705749512,-9.571290016174316,-0.313812792301178,-1.3631243705749512,-9.571290016174316,-0.313812792301178
1729615632281.352,0.017043139785528183,0.03994709625840187,-0.06817779690027237,0.017043139785528183,0.03994709625840187,-0.06817779690027237
1729615632367.9788,-1.3140910863876343,-9.610516548156738,-0.127486452460289,-1.3140910863876343,-9.610516548156738,-0.127486452460289
1729615632369.7986,0.018641861155629158,-0.0607217475771904,0.04846953600645065,0.018641861155629158,-0.0607217475771904,0.04846953600645065
1729615632478.7756,-1.0983448028564453,-9.581096649169922,-0.11767979711294174,-1.0983448028564453,-9.581096649169922,-0.11767979711294174
1729615632481.6304,0.021305233240127563,-0.04793721064925194,-0.02609965205192566,0.021305233240127563,-0.04793721064925194,-0.02609965205192566
1729615632618.4065,-0.6962721347808838,-10.257755279541016,-0.24516624212265015,-0.6962721347808838,-10.257755279541016,-0.24516624212265015
1729615632622.505,-0.05166523531079292,-0.05859070271253586,-0.1395530253648758,-0.05166523531079292,-0.05859070271253586,-0.1395530253648758
1729615632697.7595,-0.4412992298603058,-9.728196144104004,-0.08825984597206116,-0.4412992298603058,-9.728196144104004,-0.08825984597206116
1729615632702.5308,-0.05645965412259102,-0.03462209552526474,0.04634023457765579,-0.05645965412259102,-0.03462209552526474,0.04634023457765579
1729615632805.3748,-0.6864655017852783,-9.845876693725586,-0.40207263827323914,-0.6864655017852783,-9.845876693725586,-0.40207263827323914
1729615632807.2258,0.031958721578121185,-0.017577210441231728,0.05060058459639549,0.031958721578121185,-0.017577210441231728,0.05060058459639549
1729615632896.8674,-0.4805258512496948,-9.855683326721191,-0.05883989855647087,-0.4805258512496948,-9.855683326721191,-0.05883989855647087
1729615632900.2927,0.03036000207066536,0.11451803147792816,-0.017577210441231728,0.03036000207066536,0.11451803147792816,-0.017577210441231728
1729615633025.792,-0.3824593424797058,-9.581096649169922,0.009806649759411812,-0.3824593424797058,-9.581096649169922,0.009806649759411812
1729615633035.4956,0.07883128523826599,0.21838431060314178,0.02183755859732628,0.07883128523826599,0.21838431060314178,0.02183755859732628
1729615633134.696,-0.8041452765464783,-8.963277816772461,0.4805258512496948,-0.8041452765464783,-8.963277816772461,0.4805258512496948
1729615633135.4722,0.11292105168104172,-0.05006825923919678,0.0830916315317154,0.11292105168104172,-0.05006825923919678,0.0830916315317154
1729615633263.1755,-1.1375713348388672,-9.188830375671387,0.254972904920578,-1.1375713348388672,-9.188830375671387,0.254972904920578
1729615633265.2192,-0.03994709625840187,0.25886547565460205,0.06924419105052948,-0.03994709625840187,0.25886547565460205,0.06924419105052948
